"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 03 00:03:15 CST 2022","Fri Jun 03 00:03:15 CST 2022","0","testcase.t_allure","allure_demo","TestAllure","","","测试用例标题1","执行测试用例1的结果是test1"
"passed","Fri Jun 03 00:03:15 CST 2022","Fri Jun 03 00:03:15 CST 2022","0","testcase.t_allure","allure_demo","TestAllure","","","测试用例标题4","执行测试用例1的结果是test4"
"passed","Fri Jun 03 00:03:15 CST 2022","Fri Jun 03 00:03:15 CST 2022","1","testcase.t_allure","allure_demo","TestAllure","","","测试用例标题2","执行测试用例1的结果是test2"
"passed","Fri Jun 03 00:03:15 CST 2022","Fri Jun 03 00:03:15 CST 2022","0","testcase.t_allure","allure_demo","TestAllure","","","case2",""
"passed","Fri Jun 03 00:03:15 CST 2022","Fri Jun 03 00:03:15 CST 2022","1","testcase.t_allure","allure_demo","TestAllure","","","case1",""
